"Date","Longitude","Latitude","Elevation","MaxTemperature","MinTemperature","Precipitation","Wind","RelativeHumidity","Solar",
"1/22/2000","-7.1875","41.9948","715","6.018","-5.07","0.0308991","2.56313","0.852791","10.5195",
"1/23/2000","-7.1875","41.9948","715","6.75","-4.4","0","1.65029","0.836715","10.8289",
"1/24/2000","-7.1875","41.9948","715","5.611","-4.013","0.290108","1.62799","0.847118","10.547",
"1/25/2000","-7.1875","41.9948","715","2.466","-4.086","0.401688","2.41131","0.768404","10.7498",
"1/26/2000","-7.1875","41.9948","715","4.176","-6.018","0","3.08839","0.785151","10.7937",
"1/27/2000","-7.1875","41.9948","715","5.253","-1.433","0.137329","2.84829","0.924698","6.01594",
"1/28/2000","-7.1875","41.9948","715","8.117","-2.436","0.102997","1.56931","0.928503","10.0447",
"1/29/2000","-7.1875","41.9948","715","8.488","-6.068","0.312424","1.61465","0.872661","11.1611",
"1/30/2000","-7.1875","41.9948","715","11.615","-1.569","0","1.68693","0.887694","11.5548",
"1/31/2000","-7.1875","41.9948","715","11.887","1.275","0","2.57384","0.823048","11.5616",
"2/1/2000","-7.1875","41.9948","715","8.271","2.889","13.9526","3.27301","0.968529","0.854381",
"2/2/2000","-7.1875","41.9948","715","9.024","4.841","5.30091","2.32614","0.984988","1.23649",
"2/3/2000","-7.1875","41.9948","715","12.876","1.995","0","1.66409","0.89546","12.279",
"2/4/2000","-7.1875","41.9948","715","13.514","1.962","0","2.27607","0.622299","11.1502",
"2/5/2000","-7.1875","41.9948","715","12.123","2.757","0","2.24926","0.677212","11.9231",
"2/6/2000","-7.1875","41.9948","715","8.293","2.168","0.508118","1.71842","0.932242","3.55359",
"2/7/2000","-7.1875","41.9948","715","8.452","5.766","0.679779","1.97199","0.956328","4.64467",
"2/8/2000","-7.1875","41.9948","715","7.828","4.955","1.57585","1.91975","0.955192","3.46281",
"2/9/2000","-7.1875","41.9948","715","9.596","6.738","1.66855","1.33872","0.957978","4.08184",
"2/10/2000","-7.1875","41.9948","715","9.87","5.996","2.17667","1.91144","0.970895","2.64409",
"2/11/2000","-7.1875","41.9948","715","7.179","5.26","4.30355","1.30864","0.97728","1.37306",
"2/12/2000","-7.1875","41.9948","715","9.594","-1.527","0.798226","1.42928","0.911648","10.3335",
"2/13/2000","-7.1875","41.9948","715","10.672","-1.602","0","1.98597","0.812187","13.0728",
"2/14/2000","-7.1875","41.9948","715","10.276","2.671","0.0617981","1.92727","0.918102","6.129",
"2/15/2000","-7.1875","41.9948","715","10.224","2.745","0.075531","2.39415","0.906905","8.1621",
"2/16/2000","-7.1875","41.9948","715","7.017","4.582","4.35677","3.56115","0.963045","1.45552",
"2/17/2000","-7.1875","41.9948","715","7.373","4.074","1.78528","3.06143","0.972145","2.0934",
"2/18/2000","-7.1875","41.9948","715","7.79","4.392","0.652313","1.69497","0.961645","3.55731",
"2/19/2000","-7.1875","41.9948","715","11.641","2.918","0.281525","2.44812","0.896571","12.656",
"2/20/2000","-7.1875","41.9948","715","12.939","0.443","0","1.75735","0.879163","14.552",
"2/21/2000","-7.1875","41.9948","715","13.505","-0.204","0.00686645","1.58875","0.872812","14.2457",
"2/22/2000","-7.1875","41.9948","715","7.079","1.071","2.98004","2.54577","0.942767","1.9485",
"2/23/2000","-7.1875","41.9948","715","11.978","5.547","1.67198","3.01249","0.924692","9.08325",
"2/24/2000","-7.1875","41.9948","715","15.944","3.319","0","1.55502","0.861882","15.2712",
"2/25/2000","-7.1875","41.9948","715","15.739","2.257","0","1.58285","0.810684","15.6169",
"2/26/2000","-7.1875","41.9948","715","15.217","2.202","0","1.60922","0.764273","15.6329",
"2/27/2000","-7.1875","41.9948","715","14.347","-0.521","0","1.54478","0.828223","16.0388",
"2/28/2000","-7.1875","41.9948","715","7.955","2.443","1.53465","1.48059","0.966287","2.16383",
"2/29/2000","-7.1875","41.9948","715","10.236","1.458","0.267792","2.05272","0.846401","14.9241",
"3/1/2000","-7.1875","41.9948","715","7.783","3.32","3.06587","2.90554","0.964208","1.89557",
"3/2/2000","-7.1875","41.9948","715","12.084","-1.309","0.00686646","1.63063","0.833192","16.8999",
"3/3/2000","-7.1875","41.9948","715","13.669","-1.879","0","1.51056","0.745658","15.7055",
"3/4/2000","-7.1875","41.9948","715","15.422","2.751","0","1.55117","0.760748","15.0666",
"3/5/2000","-7.1875","41.9948","715","14.177","3.74","0.00686645","2.15325","0.799663","16.592",
"3/6/2000","-7.1875","41.9948","715","15.833","2.14","0","1.73108","0.704212","17.4867",
"3/7/2000","-7.1875","41.9948","715","17.096","1.685","0","1.32505","0.763001","17.4143",
"3/8/2000","-7.1875","41.9948","715","17.482","1.66","0","1.71937","0.743222","17.7366",
"3/9/2000","-7.1875","41.9948","715","20.064","4.593","0","1.44751","0.604527","17.8947",
"3/10/2000","-7.1875","41.9948","715","18.169","4.034","0","2.1313","0.533418","18.617",
"3/11/2000","-7.1875","41.9948","715","18.809","4.054","0","2.34485","0.475282","18.287",
"3/12/2000","-7.1875","41.9948","715","17.928","5.721","1.67198","1.79886","0.519592","17.7785",
"3/13/2000","-7.1875","41.9948","715","19.256","5.071","0.652313","1.71825","0.688325","18.0079",
"3/14/2000","-7.1875","41.9948","715","18.348","2.418","0","1.98075","0.484063","19.052",
"3/15/2000","-7.1875","41.9948","715","19.419","4.746","0","1.71397","0.571153","19.0053",
"3/16/2000","-7.1875","41.9948","715","17.912","3.548","0","2.25765","0.512258","19.4923",
"3/17/2000","-7.1875","41.9948","715","16.969","2.517","0","2.13331","0.485978","19.9508",
"3/18/2000","-7.1875","41.9948","715","18.674","2.059","0","2.21218","0.546829","19.9304",
"3/19/2000","-7.1875","41.9948","715","15.458","0.719","0","2.37431","0.641922","20.3059",
"3/20/2000","-7.1875","41.9948","715","12.185","-1.536","0","3.33496","0.620022","20.4586",
"3/21/2000","-7.1875","41.9948","715","12.777","1.798","6.52657","2.28586","0.76402","18.6172",
"3/22/2000","-7.1875","41.9948","715","8.279","4.76","17.8528","1.76973","0.960961","4.34835",
"3/23/2000","-7.1875","41.9948","715","6.705","4.386","5.7232","2.05388","0.96327","4.0541",
"3/24/2000","-7.1875","41.9948","715","7.613","0.075","2.05307","2.33481","0.907115","7.69252",
"3/25/2000","-7.1875","41.9948","715","7.773","3.228","3.24783","2.15579","0.890074","8.51963",
"3/26/2000","-7.1875","41.9948","715","10.375","0.633","0.0549317","2.80094","0.770832","21.1906",
"3/27/2000","-7.1875","41.9948","715","6.892","1.355","1.43166","3.53614","0.880724","7.26547",
"3/28/2000","-7.1875","41.9948","715","7.528","-1.633","0.357056","3.39892","0.726122","20.5041",
"3/29/2000","-7.1875","41.9948","715","10.602","-4.815","0","1.40662","0.680014","22.0525",
"3/30/2000","-7.1875","41.9948","715","8.857","-4.296","2.53029","1.7706","0.71858","15.3349",
"3/31/2000","-7.1875","41.9948","715","10.825","-3.62","0.799942","2.0096","0.74551","22.1921",
"4/1/2000","-7.1875","41.9948","715","11.766","-0.909","5.26829","2.94936","0.784742","17.1389",
"4/2/2000","-7.1875","41.9948","715","7.272","4.705","27.1105","4.38263","0.977281","1.92634",
"4/3/2000","-7.1875","41.9948","715","5.434","1.713","26.9062","4.76853","0.976827","1.85068",
"4/4/2000","-7.1875","41.9948","715","4.118","0.336","2.52857","3.72646","0.889525","9.52633",
"4/5/2000","-7.1875","41.9948","715","7.238","-3.187","0.377655","2.15736","0.793524","13.7635",
"4/6/2000","-7.1875","41.9948","715","12.165","-4.371","0.00686645","2.14329","0.717477","23.2868",
"4/7/2000","-7.1875","41.9948","715","15.4","2.261","0.00343323","3.03082","0.554246","18.8728",
"4/8/2000","-7.1875","41.9948","715","9.481","4.951","9.28259","2.46835","0.831488","6.2775",
"4/9/2000","-7.1875","41.9948","715","9.598","4.447","7.72991","1.67696","0.95005","8.10191",
"4/10/2000","-7.1875","41.9948","715","7.072","2.274","1.79901","3.73936","0.877241","10.405",
"4/11/2000","-7.1875","41.9948","715","8.753","2.183","1.67713","4.07511","0.831213","19.5215",
"4/12/2000","-7.1875","41.9948","715","5.806","4.475","27.4349","3.07295","0.98437","1.56712",
"4/13/2000","-7.1875","41.9948","715","7.353","4.255","26.9234","4.47215","0.985967","1.66528",
"4/14/2000","-7.1875","41.9948","715","7.867","3.088","20.1393","4.85988","0.944078","10.303",
"4/15/2000","-7.1875","41.9948","715","9.082","1.819","4.66576","3.05296","0.87939","12.9565",
"4/16/2000","-7.1875","41.9948","715","5.425","2.004","6.13861","3.43072","0.963918","5.22394",
"4/17/2000","-7.1875","41.9948","715","6.065","3.43","8.04748","3.04523","0.978404","2.47224",
"4/18/2000","-7.1875","41.9948","715","8.769","4.806","25.466","3.54168","0.98532","1.63789",
"4/19/2000","-7.1875","41.9948","715","9.39","8.795","8.10241","3.57155","0.98268","2.30181",
"4/20/2000","-7.1875","41.9948","715","9.375","4.495","12.1674","3.9466","0.984805","1.57438",
"4/21/2000","-7.1875","41.9948","715","11.939","2.833","0.796509","3.41029","0.891412","14.7082",
"4/22/2000","-7.1875","41.9948","715","6.562","4.104","18.1034","3.16118","0.962202","9.49646",
"4/23/2000","-7.1875","41.9948","715","5.526","3.656","5.17903","2.8318","0.96639","3.94577",
"4/24/2000","-7.1875","41.9948","715","7.733","4.094","18.9789","3.80988","0.9835","2.11933",
"4/25/2000","-7.1875","41.9948","715","8.046","4.956","16.2392","3.13349","0.970419","5.56515",
"4/26/2000","-7.1875","41.9948","715","7.626","2.806","4.07696","1.76694","0.943719","9.42407",
"4/27/2000","-7.1875","41.9948","715","9.471","2.376","1.29175","2.80122","0.853572","20.056",
"4/28/2000","-7.1875","41.9948","715","6.383","2.058","5.49659","2.25403","0.901685","7.99966",
"4/29/2000","-7.1875","41.9948","715","6.665","4.368","14.1277","3.55319","0.982361","2.64797",
"4/30/2000","-7.1875","41.9948","715","10.821","5.484","3.75423","2.20599","0.940192","7.98053",
"5/1/2000","-7.1875","41.9948","715","13.477","5.917","3.19634","2.55576","0.861915","16.1016",
"5/2/2000","-7.1875","41.9948","715","14.029","4.548","2.1595","2.11349","0.83016","21.8554",
"5/3/2000","-7.1875","41.9948","715","18.263","5.895","2.81524","2.12825","0.750633","21.0039",
"5/4/2000","-7.1875","41.9948","715","13.615","7.388","4.09584","2.61879","0.918579","15.6084",
"5/5/2000","-7.1875","41.9948","715","13.928","8.283","4.47693","2.49582","0.929082","14.264",
"5/6/2000","-7.1875","41.9948","715","15.201","6.418","5.22881","1.82041","0.917141","21.0143",
"5/7/2000","-7.1875","41.9948","715","13.869","4.965","6.91967","1.87145","0.91235","24.8855",
"5/8/2000","-7.1875","41.9948","715","13.936","2.968","3.7714","1.73054","0.912714","18.4487",
"5/9/2000","-7.1875","41.9948","715","13.39","3.193","7.30248","1.20261","0.920572","17.1842",
"5/10/2000","-7.1875","41.9948","715","11.694","4.75","8.41827","1.28118","0.975001","7.70912",
"5/11/2000","-7.1875","41.9948","715","11.116","1.484","1.80931","1.46162","0.944376","8.26543",
"5/12/2000","-7.1875","41.9948","715","14.204","0.13","3.44696","1.37127","0.897998","18.2607",
"5/13/2000","-7.1875","41.9948","715","19.08","1.779","0","2.01413","0.774659","29.4451",
"5/14/2000","-7.1875","41.9948","715","21.347","4.555","0.621414","1.91406","0.764537","29.3736",
"5/15/2000","-7.1875","41.9948","715","23.141","7.362","0.12703","1.5892","0.75822","29.5486",
"5/16/2000","-7.1875","41.9948","715","21.721","8.768","0","2.03772","0.74935","27.068",
"5/17/2000","-7.1875","41.9948","715","20.411","7.161","0.0549317","2.18135","0.717056","29.0852",
"5/18/2000","-7.1875","41.9948","715","20.727","6.312","0","2.33745","0.70608","30.5277",
"5/19/2000","-7.1875","41.9948","715","22.709","5.38","0","1.83479","0.668069","30.1409",
"5/20/2000","-7.1875","41.9948","715","20.422","6.726","2.46162","1.99526","0.750737","29.9486",
"5/21/2000","-7.1875","41.9948","715","22.392","8.605","4.06151","1.54091","0.82809","25.8591",
"5/22/2000","-7.1875","41.9948","715","15.889","8.258","5.91545","1.75031","0.910205","13.0352",
"5/23/2000","-7.1875","41.9948","715","17.617","5.06","9.19762","1.304","0.906456","28.2135",
"5/24/2000","-7.1875","41.9948","715","19.801","5.251","0.741576","2.11191","0.768898","28.8713",
"5/25/2000","-7.1875","41.9948","715","15.23","9.182","1.63765","1.63387","0.92523","8.19186",
"5/26/2000","-7.1875","41.9948","715","11.95","7.733","7.43637","2.44551","0.973169","2.07411",
"5/27/2000","-7.1875","41.9948","715","15.804","1.666","0.281525","2.26645","0.765103","24.996",
"5/28/2000","-7.1875","41.9948","715","12.438","7.528","6.37722","2.51612","0.97446","2.96589",
"5/29/2000","-7.1875","41.9948","715","15.191","11.31","2.21615","1.87171","0.94975","6.8157",
"5/30/2000","-7.1875","41.9948","715","23.044","10.113","0.432587","1.83222","0.766296","25.5841",
"5/31/2000","-7.1875","41.9948","715","26.377","6.635","0","1.35292","0.506006","32.6334",
"6/1/2000","-7.1875","41.9948","715","26.518","10.632","0","2.19018","0.515329","31.2478",
"6/2/2000","-7.1875","41.9948","715","24.694","9.67","0","2.12896","0.659367","29.1615",
"6/3/2000","-7.1875","41.9948","715","23.181","9.474","0","1.91","0.654769","31.4059",
"6/4/2000","-7.1875","41.9948","715","23.435","9.615","1.99127","2.47489","0.751161","29.2422",
"6/5/2000","-7.1875","41.9948","715","17.435","8.594","0.854874","2.80958","0.748262","23.8392",
"6/6/2000","-7.1875","41.9948","715","23.577","3.927","0","1.56577","0.596045","32.0948",
"6/7/2000","-7.1875","41.9948","715","24.394","7.179","0","1.95513","0.568672","32.2617",
"6/8/2000","-7.1875","41.9948","715","23.105","7.182","0","2.8015","0.583286","30.7188",
"6/9/2000","-7.1875","41.9948","715","11.691","4.58","2.76032","3.14882","0.794807","24.1856",
"6/10/2000","-7.1875","41.9948","715","15.734","1.828","0.0652313","2.92603","0.75789","29.1145",
"6/11/2000","-7.1875","41.9948","715","20.775","7.499","0.171661","2.58046","0.6881","29.7257",
"6/12/2000","-7.1875","41.9948","715","27.173","7.45","0","1.66972","0.483763","32.0205",
"6/13/2000","-7.1875","41.9948","715","30.217","10.33","0","1.70462","0.488231","31.9442",
"6/14/2000","-7.1875","41.9948","715","28.834","11.748","0","2.54129","0.435548","32.0688",
"6/15/2000","-7.1875","41.9948","715","28.974","11.783","0","2.49011","0.446648","32.3223",
"6/16/2000","-7.1875","41.9948","715","29.886","13.845","0","2.08473","0.409943","31.7172",
"6/17/2000","-7.1875","41.9948","715","30.713","14.247","0","2.6593","0.318255","32.5609",
"6/18/2000","-7.1875","41.9948","715","27.552","11.689","0","3.04809","0.355259","32.4309",
"6/19/2000","-7.1875","41.9948","715","25.29","7.984","0","2.98672","0.605018","28.2674",
"6/20/2000","-7.1875","41.9948","715","20.293","11.502","0.11673","2.53811","0.677161","26.4265",
"6/21/2000","-7.1875","41.9948","715","22.517","10.663","0.514984","2.21925","0.66016","26.3486",
"6/22/2000","-7.1875","41.9948","715","23.867","6.868","0","2.55469","0.553785","32.6062",
"6/23/2000","-7.1875","41.9948","715","26.199","7.752","0.0102997","2.3339","0.543119","31.8901",
"6/24/2000","-7.1875","41.9948","715","28.836","7.89","0","2.06396","0.536913","32.4268",
"6/25/2000","-7.1875","41.9948","715","30.404","11.779","0","1.83371","0.447218","25.8578",
"6/26/2000","-7.1875","41.9948","715","29.028","14.119","0","3.1103","0.401998","28.1814",
"6/27/2000","-7.1875","41.9948","715","21.016","10.331","0.302124","2.25081","0.762727","24.1892",
"6/28/2000","-7.1875","41.9948","715","24.886","7.888","0.130463","1.93758","0.696677","28.112",
"6/29/2000","-7.1875","41.9948","715","25.717","12.366","0.216294","2.11496","0.647166","29.199",
"6/30/2000","-7.1875","41.9948","715","25.384","7.071","0.00686646","2.59919","0.633774","30.8478",
"7/1/2000","-7.1875","41.9948","715","21.825","10.036","0.403404","2.54525","0.651408","30.3005",
"7/2/2000","-7.1875","41.9948","715","16.757","8.317","0.473786","2.19916","0.790863","12.6619",
"7/3/2000","-7.1875","41.9948","715","12.824","10.342","6.07682","2.27553","0.932565","7.14004",
"7/4/2000","-7.1875","41.9948","715","14.916","9.554","1.19734","1.56823","0.847872","9.87615",
"7/5/2000","-7.1875","41.9948","715","23.771","7.148","0","1.69857","0.641307","31.4836",
"7/6/2000","-7.1875","41.9948","715","22.232","6.026","0.205994","2.49739","0.740334","23.4089",
"7/7/2000","-7.1875","41.9948","715","20.337","11.207","0.790501","2.35633","0.765312","20.4125",
"7/8/2000","-7.1875","41.9948","715","23.763","9.555","0.00343323","2.62645","0.620026","29.4729",
"7/9/2000","-7.1875","41.9948","715","26.451","9.072","0","2.33828","0.584166","30.9904",
"7/10/2000","-7.1875","41.9948","715","13.801","10.066","3.53966","3.3032","0.881788","7.59375",
"7/11/2000","-7.1875","41.9948","715","18.726","8.473","0.551033","3.29028","0.644297","28.7605",
"7/12/2000","-7.1875","41.9948","715","26.064","5.077","0.0308991","1.86207","0.588799","29.4512",
"7/13/2000","-7.1875","41.9948","715","28.123","10.035","0","2.36747","0.548293","30.9304",
"7/14/2000","-7.1875","41.9948","715","27.643","11.232","0","3.1249","0.589543","30.296",
"7/15/2000","-7.1875","41.9948","715","27.012","12.511","0.0171661","3.30747","0.623511","30.7108",
"7/16/2000","-7.1875","41.9948","715","30.405","11.617","0","1.81387","0.643195","29.2632",
"7/17/2000","-7.1875","41.9948","715","29.545","13.827","0.00686645","2.75784","0.428624","29.3636",
"7/18/2000","-7.1875","41.9948","715","28.065","10.182","0","2.08117","0.562529","30.2037",
"7/19/2000","-7.1875","41.9948","715","28.744","9.811","0","1.82285","0.592104","30.2128",
"7/20/2000","-7.1875","41.9948","715","31.199","13.841","0","2.06131","0.496126","30.3398",
"7/21/2000","-7.1875","41.9948","715","30.781","14.09","0","2.97574","0.402975","25.9092",
"7/22/2000","-7.1875","41.9948","715","21.663","5.602","0","2.21596","0.604729","27.6804",
"7/23/2000","-7.1875","41.9948","715","16.688","4.23","1.53036","2.34375","0.795351","15.2169",
"7/24/2000","-7.1875","41.9948","715","14.069","11.161","5.99613","2.29808","0.944418","2.92646",
"7/25/2000","-7.1875","41.9948","715","14.003","11.319","4.48379","2.36668","0.930781","4.51805",
"7/26/2000","-7.1875","41.9948","715","18.672","11.048","2.05393","1.80859","0.846251","11.3727",
"7/27/2000","-7.1875","41.9948","715","20.874","10.259","0.300837","1.74567","0.724215","16.6783",
"7/28/2000","-7.1875","41.9948","715","24.965","10.141","0.11673","2.06478","0.672237","26.032",
"7/29/2000","-7.1875","41.9948","715","30.295","11.234","0","1.81099","0.544797","29.1658",
"7/30/2000","-7.1875","41.9948","715","31.175","14.064","0","2.2143","0.461253","29.5023",
"7/31/2000","-7.1875","41.9948","715","30.975","9.621","0","2.12654","0.496257","29.747",
"8/1/2000","-7.1875","41.9948","715","28.298","13.097","0","2.79219","0.479274","29.0519",
"8/2/2000","-7.1875","41.9948","715","26.778","13.29","0.0343323","2.76219","0.577751","26.5412",
"8/3/2000","-7.1875","41.9948","715","20.522","7.633","0","3.79695","0.582794","28.9724",
"8/4/2000","-7.1875","41.9948","715","22.237","6.482","0","2.6976","0.599693","28.8542",
"8/5/2000","-7.1875","41.9948","715","26.557","7.091","0","1.94986","0.550686","28.1867",
"8/6/2000","-7.1875","41.9948","715","27.107","7.539","0","2.08851","0.501404","28.463",
"8/7/2000","-7.1875","41.9948","715","28.401","9.214","0","2.07388","0.461226","28.7434",
"8/8/2000","-7.1875","41.9948","715","31.266","8.699","0","1.79331","0.366302","28.403",
"8/9/2000","-7.1875","41.9948","715","31.862","14.552","0","1.9892","0.374814","28.0535",
"8/10/2000","-7.1875","41.9948","715","32.54","15.856","0","2.45713","0.332607","27.6349",
"8/11/2000","-7.1875","41.9948","715","19.649","14.8","1.35784","2.51261","0.671346","7.71289",
"8/12/2000","-7.1875","41.9948","715","25.973","12.719","0.22316","2.23294","0.628571","24.0401",
"8/13/2000","-7.1875","41.9948","715","24.885","9.869","0","2.30319","0.689908","26.1573",
"8/14/2000","-7.1875","41.9948","715","27.209","11.192","0","2.10242","0.667738","25.931",
"8/15/2000","-7.1875","41.9948","715","33.737","13.701","0.00686645","1.91013","0.565273","26.1878",
"8/16/2000","-7.1875","41.9948","715","29.723","15.036","0","2.77874","0.470582","26.7433",
"8/17/2000","-7.1875","41.9948","715","28.273","12.859","0","2.41293","0.560937","26.0299",
"8/18/2000","-7.1875","41.9948","715","24.865","9.807","0.097847","2.29794","0.587521","21.572",
"8/19/2000","-7.1875","41.9948","715","22.747","11.631","1.72005","2.36104","0.751866","12.9089",
"8/20/2000","-7.1875","41.9948","715","18.918","9.406","0.903797","2.0513","0.801016","15.9025",
"8/21/2000","-7.1875","41.9948","715","18.696","6.896","0.296974","2.20723","0.706232","21.5862",
"8/22/2000","-7.1875","41.9948","715","18.672","5.079","8.17794","3.50123","0.793807","12.8096",
"8/23/2000","-7.1875","41.9948","715","20.959","8.752","3.99456","3.43343","0.646628","25.1844",
"8/24/2000","-7.1875","41.9948","715","21.682","6.397","0","2.79876","0.558345","25.8801",
"8/25/2000","-7.1875","41.9948","715","21.812","4.202","0.0102997","1.84978","0.61059","21.8314",
"8/26/2000","-7.1875","41.9948","715","20.505","11.325","0.0549316","2.52987","0.651539","15.5484",
"8/27/2000","-7.1875","41.9948","715","24.754","7.939","0.00686645","1.94558","0.619747","24.1691",
"8/28/2000","-7.1875","41.9948","715","26.112","9.264","0","2.13973","0.521738","23.7138",
"8/29/2000","-7.1875","41.9948","715","25.844","9.139","0","2.24111","0.453288","24.3687",
"8/30/2000","-7.1875","41.9948","715","21.446","9.422","0.0583649","2.92348","0.65494","23.0976",
"8/31/2000","-7.1875","41.9948","715","25.394","9.241","0.0308991","2.01197","0.587269","23.9753",
"9/1/2000","-7.1875","41.9948","715","25.786","10.746","0","2.76152","0.510995","23.6711",
"9/2/2000","-7.1875","41.9948","715","24.558","9.812","0","2.96192","0.59551","23.1484",
"9/3/2000","-7.1875","41.9948","715","23.874","9.935","0.109863","2.77095","0.663162","21.3885",
"9/4/2000","-7.1875","41.9948","715","24.919","9.453","0.0205994","2.01941","0.5925","22.5522",
"9/5/2000","-7.1875","41.9948","715","26.33","9.7","0","1.97396","0.499244","23.1321",
"9/6/2000","-7.1875","41.9948","715","27.72","10.821","0","2.13318","0.451106","22.8696",
"9/7/2000","-7.1875","41.9948","715","32.027","11.016","0","1.33162","0.475581","22.4047",
"9/8/2000","-7.1875","41.9948","715","31.771","14.688","0","1.78039","0.386097","22.2956",
"9/9/2000","-7.1875","41.9948","715","32.681","10.988","0","1.66603","0.464576","22.3362",
"9/10/2000","-7.1875","41.9948","715","31.653","13.144","0","2.09693","0.40846","21.2736",
"9/11/2000","-7.1875","41.9948","715","27.906","11.409","0.703812","1.8989","0.451478","19.5369",
"9/12/2000","-7.1875","41.9948","715","26.476","8.411","0","1.76116","0.51661","21.8005",
"9/13/2000","-7.1875","41.9948","715","26.218","8.312","0","1.50903","0.581104","21.5907",
"9/14/2000","-7.1875","41.9948","715","25.92","8.103","0","1.77272","0.580581","21.4643",
"9/15/2000","-7.1875","41.9948","715","26.841","8.074","0","2.17211","0.456222","18.9206",
"9/16/2000","-7.1875","41.9948","715","23.62","7.222","0","1.96758","0.618512","20.7009",
"9/17/2000","-7.1875","41.9948","715","21.482","10.054","0.947571","1.87213","0.741943","11.8779",
"9/18/2000","-7.1875","41.9948","715","20.633","10.607","1.1673","2.09021","0.746981","16.2009",
"9/19/2000","-7.1875","41.9948","715","12.268","6.571","14.8573","3.20056","0.872826","8.298",
"9/20/2000","-7.1875","41.9948","715","11.019","4.875","2.26078","1.85217","0.89712","4.27083",
"9/21/2000","-7.1875","41.9948","715","19.817","2.485","0","1.64571","0.794468","19.5279",
"9/22/2000","-7.1875","41.9948","715","22.887","6.524","0","1.36833","0.755232","19.421",
"9/23/2000","-7.1875","41.9948","715","21.447","6.731","1.68228","2.47825","0.721826","17.8019",
"9/24/2000","-7.1875","41.9948","715","18.359","8.08","0.54245","1.64786","0.742761","17.1254",
"9/25/2000","-7.1875","41.9948","715","22.778","4.495","0","1.43195","0.674696","19.1564",
"9/26/2000","-7.1875","41.9948","715","18.188","8.256","0.157929","1.80648","0.797582","14.4969",
"9/27/2000","-7.1875","41.9948","715","19.216","4.465","0","1.70859","0.720122","18.3779",
"9/28/2000","-7.1875","41.9948","715","11.707","8.607","13.5424","2.46735","0.952566","1.59992",
"9/29/2000","-7.1875","41.9948","715","10.224","7.342","8.79765","2.6206","0.940138","4.82103",
"9/30/2000","-7.1875","41.9948","715","9.519","7.425","1.20335","2.61763","0.908615","3.87287",
"10/1/2000","-7.1875","41.9948","715","13.121","7.586","4.04606","2.41004","0.950239","1.69695",
"10/2/2000","-7.1875","41.9948","715","18.136","6.101","0.391388","2.28236","0.751868","17.705",
"10/3/2000","-7.1875","41.9948","715","21.254","1.804","0","1.49067","0.62115","18.0897",
"10/4/2000","-7.1875","41.9948","715","21.985","8.217","0","1.95146","0.649525","14.8866",
"10/5/2000","-7.1875","41.9948","715","17.977","10.322","0.145054","2.54929","0.790143","9.07335",
"10/6/2000","-7.1875","41.9948","715","19.179","6.637","0","2.19073","0.681018","16.0694",
"10/7/2000","-7.1875","41.9948","715","21.699","4.656","0","1.55323","0.595535","17.379",
"10/8/2000","-7.1875","41.9948","715","20.71","1.172","0","1.5389","0.623698","17.1133",
"10/9/2000","-7.1875","41.9948","715","16.648","9.484","1.45054","2.70762","0.787913","10.8289",
